territory_id;year;migration_balance;total_population;migration_rate;region;municipality_up_name;municipality_down_name;settlement_name;settlement_name_sep;type;arctic;remote;special;suburb;pop_men;pop_women;pop_total;latitude;longitude;mun_oktmo;sett_oktmo;wage_average;social_share;kindergarden_salary;school_salary;culture_salary;housing_depreciation;emergency_housing;building_construction_space;families_improve;space_per_capita;dtp_deaths_norm;dtp_injury_norm;primary_avaiability;dentists;terapists;pediatricians;support_staff;comments_health_perc;aviation_sun;aviation_center;death_rate;natural_growth;sport_facilities;sport_halls;sport_pools;sport_stadiums;sport_gym;cinemas;libraries;theatres;culture_centers;catering;improving_facilities;disabled_transport;disabled_buildings;lighting;kindergardens_availability;certificate_fail;russian_oge;math_oge;russian_ege;math_ege_base;math_ege_plus;spendings_per_schoolar;additional_education;ecology_spending;ecology_projects;emissions_all;emissions_first;emissions_second;comments_eco_perc;ecology_polygon;investments_per_capita;retail_federal;loss_results;gain_results;unemployed;revenue_per_capita;profit_bt_per_capita;vacancies;grocery store_norm;pvz_norm;nomadic_education_primary;nomadic_education_main;nomadic_education_high;nomadic_ngo;nomadic_language;nomadic_support;nomadic_firms;2.1.2_healthcare_new;2.1.3_housing_new;2.1.4_sports_new;2.1.7_public_spaces_new;2.1.8_education_new;2.2.1_air_quality_new;2.3.5_suitability_indigenous_binary_new;2.7_crime_experience_binary_new;municipality_up_name_actual;avg_consumption_all;consumption_здоровье;consumption_маркетплейсы;consumption_общественное_питание;consumption_продовольствие;consumption_транспорт;market_access
1517;2023;872.0;50949.0;17.11515437005633;Мурманская область;Городской округ город Североморск (ЗАТО);Городской округ город Североморск (ЗАТО);пгт Сафоново;пгт Сафоново (Мурманская область);пгт;True;False;0;True;2107.0;2198.0;4305;69.05633;33.292346;47730000;47730000061;2,92;;3,00;3,45;2,91;35,14;0,00;0,00;72,71;22,77;0,00;0,93;0,5;0,00;0,46;0,23;2,32;3,41;0,0;0,0;6,4;4,8;0,9;0,0;0,0;0,0;0,0;0,0;0,2;0,0;0,2;1,2;0,0;100,0;69,0;100,0;71,1;0,4;3,7;3,5;65,5;4,0;46,8;0,01;27,6;2,1;1,0;9283,6;1031,3;38,1;3,88;1,0;;1,0;4,0;;3,5;13320,7;1439,5;52,7;1,2;1,4;1,00;1,00;1,00;0,00;0,00;0,00;0,00;3,1;2,5;2,6;2,4;3,4;3,5;0,8;0,3;городской округ ЗАТО город Североморск;;;;;;;216.8
1518;2023;-112.0;86475.0;-1.2951720150332466;Мурманская область;Кандалакшский муниципальный район;Сельское поселение Алакуртти;село Алакуртти;село Алакуртти (Мурманская область);село;True;False;ПНП;False;3187.0;2346.0;5533;66.962969;30.34733;47608000;47608403101;3,10;27,7;3,06;3,51;3,17;12,32;0,00;0,00;0,90;25,04;0,00;0,72;1,0;0,18;0,72;0,36;1,45;1,95;0,0;0,0;20,7;-12,2;2,0;0,0;0,2;0,0;0,2;0,0;0,2;0,0;0,2;0,7;0,0;0,0;37,0;70,0;;0,9;3,8;3,5;69,3;4,3;48,6;0,01;12,1;10,1;0,0;1624,6;0,1;5,9;2,73;0,0;0,3;1,0;5,5;7,7;4,6;11,2;0,3;27,8;2,2;0,7;1,00;1,00;1,00;0,00;0,00;0,00;0,00;2,2;2,2;2,1;2,1;2,1;3,2;0,9;0,4;Кандалакшский муниципальный район;38668.833333333336;1526.0;5627.5;1449.6666666666667;16306.416666666666;1985.75;226.7
1518;2023;-112.0;86475.0;-1.2951720150332466;Мурманская область;Кандалакшский муниципальный район;Городское поселение Зеленоборский;пгт Зеленоборский;пгт Зеленоборский (Мурманская область);пгт;True;False;ПНП;False;1639.0;2129.0;3768;66.847847;32.369812;47608000;47608158051;3,10;27,7;2,55;3,18;2,62;43,79;45,15;0,55;29,72;38,84;0,00;3,45;1,0;0,27;0,53;0,27;4,51;10,88;0,0;0,0;20,7;-12,2;0,8;0,0;0,0;0,0;0,3;0,0;0,5;0,0;0,8;0,5;132,7;0,0;28,0;95,0;;0,0;3,9;3,8;67,2;4,2;57,4;0,01;17,4;10,1;0,0;1236,8;0,1;4,4;4,66;1,0;0,3;1,0;5,5;7,7;22,3;118,6;3,6;12,5;4,5;1,3;1,00;1,00;1,00;0,00;0,00;0,00;0,00;3,5;3,3;3,6;3,5;3,7;3,6;0,9;0,2;Кандалакшский муниципальный район;38668.833333333336;1526.0;5627.5;1449.6666666666667;16306.416666666666;1985.75;226.7
1519;2023;-138.0;71661.0;-1.9257336626616988;Мурманская область;Кольский муниципальный район;Городское поселение Мурмаши;пгт Мурмаши;пгт Мурмаши (Мурманская область);пгт;True;False;0;True;4930.0;4638.0;9568;68.815719;32.809927;47605000;47605163051;4,27;9,20;2,85;3,41;2,78;21,01;1,77;0,00;4,18;22,43;0,00;1,67;1,0;0,31;0,63;0,31;3,6;4,17;0,0;1,0;15,6;-7,8;1,3;0,4;0,2;0,0;0,2;0,0;0,3;0,0;0,1;0,9;128,0;;90,0;97,0;100,0;0,0;3,9;3,7;69,0;4,3;58,91;0,0;20,2;15,4;1,0;1397,4;0,8;5,5;6,71;0,0;82,4;1,0;13,2;156,7;5,9;1130,8;216,1;150,2;3,4;1,3;1,00;1,00;1,00;0,00;0,00;0,00;0,0;;;;;;;;;Кольский муниципальный район;33188.666666666664;1392.6666666666667;4312.416666666667;1475.25;14093.583333333334;1620.0833333333333;220.1
1519;2023;-138.0;71661.0;-1.9257336626616988;Мурманская область;Кольский муниципальный район;Городское поселение Молочный;пгт Молочный;пгт Молочный (Мурманская область);пгт;True;False;0;True;1906.0;2288.0;4194;68.852707;33.017532;47605000;47605161051;4,27;9,20;2,73;3,17;3,02;48,03;20,00;0,23;0,95;5,65;0,00;0,72;1,0;0,24;0,48;0,48;2,15;14,15;0,0;0,0;15,6;-7,8;1,2;0,7;0,0;0,0;0,2;0,0;0,5;0,0;0,2;0,5;;;;;;0,0;3,7;3,5;58,8;4,0;49,3;0,01;7,1;15,4;1,0;2890,9;0,3;12,2;10,38;0,0;82,4;1,0;13,2;156,7;11,2;14167,4;1623,0;30,0;4,3;1,4;1,00;1,00;1,00;0,00;0,00;0,00;0,00;;;;;;;;;Кольский муниципальный район;33188.666666666664;1392.6666666666667;4312.416666666667;1475.25;14093.583333333334;1620.0833333333333;220.1
1519;2023;-138.0;71661.0;-1.9257336626616988;Мурманская область;Кольский муниципальный район;Городское поселение Кильдинстрой;пгт Кильдинстрой;пгт Кильдинстрой (Мурманская область);пгт;True;False;0;True;1105.0;1139.0;2244;68.804368;33.1017;47605000;47605158051;4,27;9,20;2,88;3,17;2,94;38,33;0,00;0,00;6,68;46,67;0,00;2,23;1,0;0,00;0,45;0,00;2,23;5,26;0,0;0,0;15,6;-7,8;1,3;0,0;0,0;0,0;0,0;0,0;0,4;0,0;0,4;0,0;;;;;;0,0;3,6;3,3;;;;0,01;1,9;15,4;1,0;1544,8;0,1;5,7;7,89;0,0;82,4;1,0;13,2;156,7;21,6;6965,2;1027,9;126,5;4,9;1,3;1,00;1,00;1,00;0,00;0,00;0,00;0,00;;;;;;;;;Кольский муниципальный район;33188.666666666664;1392.6666666666667;4312.416666666667;1475.25;14093.583333333334;1620.0833333333333;220.1
1519;2023;-138.0;71661.0;-1.9257336626616988;Мурманская область;Кольский муниципальный район;Городское поселение Верхнетуломский;пгт Верхнетуломский;пгт Верхнетуломский (Мурманская область);пгт;True;False;ОНП;False;623.0;697.0;1320;68.607305;31.798575;47605000;47605154051;4,27;9,20;2,61;3,49;2,66;20,86;0,00;0,00;6,06;34,15;0,00;1,52;0,5;0,00;0,76;0,0;3,8;8,2;0,0;0,0;15,6;-7,8;2,3;0,8;0,0;0,0;0,8;0,0;0,8;0,0;0,8;0,8;;;;;;3,3;3,7;3,5;64,6;4,00;47,6;0,0;1,9;15,4;1,0;236,5;0,0;1,0;11,48;0,0;82,4;1,0;13,2;156,7;17,3;1796,6;35,9;10,8;2,3;1,5;1,00;1,00;1,00;0,00;0,00;0,0;0,0;;;;;;;;;Кольский муниципальный район;33188.666666666664;1392.6666666666667;4312.416666666667;1475.25;14093.583333333334;1620.0833333333333;220.1
1520;2023;312.0;18753.0;16.637338025915856;Мурманская область;Ловозерский муниципальный район;Городское поселение Ревда;пгт Ревда;пгт Ревда (Мурманская область);пгт;True;False;ОНП;False;3161.0;3233.0;6394;67.942267;34.553781;47610000;47610154051;2,70;12,8;2,84;3,56;3,05;13,08;1,96;0,00;0,00;24,96;0,16;1,41;1,0;0,47;0,78;0,16;6,88;4,79;0,0;0,0;16,0;-9,2;0,5;0,2;0,0;0,2;0,2;0,2;0,3;0,0;0,2;0,6;;;;;;0,6;3,6;3,5;64,7;4,2;57,1;0,01;50,5;4,6;1,0;1647,2;0,1;5,4;19,17;0,0;0,4;1,0;3,8;13,7;25,9;448,8;15,5;93,0;3,1;1,6;1,00;1,00;1,00;0,16;0,00;;;2,3;2,3;2,3;2,6;3,2;3,5;0,7;0,3;Ловозерский муниципальный район;37417.75;1186.8333333333333;6734.0;798.0833333333334;16850.916666666668;1451.0833333333333;216.5
1521;2023;-1694.0;63869.0;-26.523039346161674;Мурманская область;Печенгский муниципальный округ;Печенгский муниципальный округ;пгт Никель;пгт Никель (Мурманская область);пгт;True;False;ПНП;True;4543.0;5315.0;9858;69.410835;30.214269;47515000;47515000051;3,80;14,8;3,04;3,48;2,85;39,96;0,76;0,00;2,03;33,10;0,00;0,81;1,0;0,51;0,91;0,51;8,93;5,74;1,0;1,0;10,6;-1,2;0,9;0,1;0,1;0,1;0,1;0,0;0,3;0,0;0,1;0,8;855,4;;60,0;100,0;76,9;0,5;;;64,0;4,0;59,5;0,01;30,1;20,4;1,0;5633,0;0,2;22,2;4,78;1,0;7,0;1,0;22,2;60,8;13,6;113,3;12,3;89,7;2,6;1,5;1,00;1,00;1,00;0,00;0,00;0,00;0,00;1,8;2,4;3,1;2,5;2,9;3,8;0,8;0,1;Печенгский муниципальный округ;45479.916666666664;1664.75;6949.833333333333;2204.0833333333335;17875.75;2456.4166666666665;207.1
1521;2023;-1694.0;63869.0;-26.523039346161674;Мурманская область;Печенгский муниципальный округ;Печенгский муниципальный округ;пгт Печенга;пгт Печенга (Мурманская область);пгт;True;False;ПНП;False;1381.0;825.0;2206;69.546179;31.209883;47515000;47515000056;3,80;14,8;2,96;3,58;2,85;31,33;0,00;0,00;4,99;15,79;0,00;0,00;1,0;0,00;0,91;0,00;3,17;6,77;1,0;1,0;10,6;-1,2;1,8;0,5;0,0;0,0;0,5;0,0;0,5;0,0;0,5;0,0;;;60,0;83,0;76,9;0,0;3,4;4,0;68,3;4,6;62,9;0,01;5,9;20,4;1,0;572,8;0,2;0,0;5,01;0,0;7,0;1,0;22,2;60,8;3,2;73,0;3,5;138,5;0,9;1,4;1,00;1,00;1,00;0,00;0,00;0,00;0,00;;;;;;;;;Печенгский муниципальный округ;45479.916666666664;1664.75;6949.833333333333;2204.0833333333335;17875.75;2456.4166666666665;207.1
1522;2023;324.0;10369.0;31.24698620889189;Мурманская область;Терский муниципальный район;Городское поселение Умба;пгт Умба;пгт Умба (Мурманская область);пгт;True;False;ОНП;False;1839.0;2282.0;4121;66.68485;34.34391;47620000;47620151051;3,20;37,4;2,78;3,15;2,90;36,16;31,79;0,40;31,30;33,11;0,24;0,49;1,0;0,49;0,73;0,49;5,34;6,43;1,0;1,0;22,3;-16,3;0,5;0,0;0,0;0,0;0,2;0,0;0,7;0,0;0,5;1,2;0,0;0,0;4,9;100,0;86,7;0,0;3,8;3,6;67,1;4,1;54,5;0,01;47,5;4,5;1,0;1756,9;0,4;3,9;7,71;1,0;0,9;1,0;5,3;36,7;40,9;35,7;-5,8;28,0;6,6;2,2;1,00;1,00;1,00;0,24;0,00;0,00;0,00;;;;;;;;;Терский муниципальный район;32429.833333333332;1096.6666666666667;5938.666666666667;484.9166666666667;13949.0;1440.6666666666667;220.3
2244;2023;-152.0;11689.0;-13.003678672255967;Ямало-Ненецкий автономный округ;Муниципальный округ Красноселькупский район;Муниципальный округ Красноселькупский район;село Красноселькуп;село Красноселькуп (Ямало-Ненецкий автономный округ);село;True;True;0;False;1814.0;1918.0;3732;65.705672;82.460046;71933000;71933000101;5,99;15,5;4,41;5,38;5,13;46,42;21,60;2,45;24,65;22,78;0,27;0,00;1,0;1,07;1,61;0,54;20,10;26,3;1,0;0,0;8,4;4,1;0,5;1,1;0,3;0,3;0,5;0,3;0,5;0,3;0,5;1,1;44917,2;0,0;0,7;0,7;80,3;1,3;4,1;3,7;64,3;4,1;60,0;0,02;58,9;91,8;0,5;1068,6;240,9;2,3;0,0;0,0;207,1;0,0;153,3;3054,7;2,6;14746,3;190,1;75,0;5,4;0,0;0,00;0,00;0,00;0,27;30,55;282,82;0,67;2,0;2,1;2,2;1,8;3,1;2,5;0,7;0,2;Муниципальный округ Красноселькупский район;41683.333333333336;1694.3333333333333;2811.6666666666665;1347.5833333333333;18553.0;1295.3333333333333;191.7
2245;2023;-2494.0;136467.0;-18.275480519099858;Ямало-Ненецкий автономный округ;Муниципальный округ Надымский район;Муниципальный округ Надымский район;пгт Пангоды;пгт Пангоды (Ямало-Ненецкий автономный округ);пгт;True;False;0;False;5522.0;5610.0;11132;65.854522;74.493249;71936000;71936000056;6,91;13,1;4,33;5,22;4,81;30,11;13,91;1,02;14,64;20,75;0,00;0,27;1,0;0,54;0,72;0,45;5,21;5,0;0,0;0,0;4,7;6,3;0,0;0,4;0,2;0,0;0,3;0,1;0,1;0,0;0,2;1,3;1370,2;100,0;70,0;55,4;66,1;0,2;4,0;3,7;67,8;4,2;61,4;0,01;22,0;47,3;1,0;381,6;0,8;10,9;5,0;0,0;25,7;1,0;67,6;458,9;4,3;78,2;10,6;54,2;4,1;1,1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;Муниципальный округ Надымский район;39896.5;1576.6666666666667;4747.916666666667;2366.3333333333335;14849.083333333334;1840.75;205.7
2245;2023;-2494.0;136467.0;-18.275480519099858;Ямало-Ненецкий автономный округ;Муниципальный округ Надымский район;Муниципальный округ Надымский район;пгт Заполярный;пгт Заполярный (Ямало-Ненецкий автономный округ);пгт;True;False;0;False;609.0;417.0;1026;66.45254;73.862198;71936000;71936000052;6,91;13,1;4,80;5,42;4,81;19,27;0,00;0,00;5,85;24,93;0,00;0,00;0,5;0,00;0,97;0,00;4,87;4,4;1,0;0,0;4,7;6,3;1,0;2,9;0,0;0,0;1,0;0,0;1,0;0,0;1,9;0,0;623,8;0,0;87,5;53,8;71,7;0,0;4,1;3,9;68,1;4,7;61,1;0,02;1,4;47,3;1,0;43,4;0,0;0,1;9,2;0,0;25,7;0,0;67,6;458,9;1,1;22,6;5,2;2,5;3,9;1,0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;Муниципальный округ Надымский район;39896.5;1576.6666666666667;4747.916666666667;2366.3333333333335;14849.083333333334;1840.75;205.7
2248;2023;-198.0;36278.0;-5.457853244390539;Ямало-Ненецкий автономный округ;Муниципальный округ Тазовский район;Муниципальный округ Тазовский район;село Гыда;село Гыда (Ямало-Ненецкий автономный округ);село;True;True;0;False;1831.0;1779.0;3610;70.893333;78.485523;71943000;71943000116;5,45;6,6;4,28;5,03;5,89;13,56;0,00;3,44;4,43;8,33;0,00;1,39;1,0;0,28;0,28;0,28;4,71;0,0;1,0;0,0;7,8;12,5;0,8;1,4;0,0;0,0;0,3;0,3;0,8;0,0;0,8;0,3;0,0;;100,0;100,0;41,1;4,1;3,8;3,3;66,9;3,7;43,0;0,04;55,5;131,4;0,0;76,9;0,6;0,1;2,2;0,0;912,8;0,0;7,9;60,4;4,4;145,7;8,2;316,7;0,3;0,0;0,00;0,00;0,00;;137,67;;1,29;;;;;;;;;Муниципальный округ Тазовский район;39718.25;1433.5;4650.333333333333;1865.25;15796.166666666666;1646.4166666666667;191.5
2248;2023;-198.0;36278.0;-5.457853244390539;Ямало-Ненецкий автономный округ;Муниципальный округ Тазовский район;Муниципальный округ Тазовский район;поселок Тазовский;поселок Тазовский (Ямало-Ненецкий автономный округ);поселок;True;True;0;False;4010.0;4431.0;8441;67.470141;78.708971;71943000;71943000101;5,45;6,6;4,28;5,03;5,92;31,28;48,36;6,24;34,36;19,63;0,00;1,66;1,0;0,71;1,07;0,95;20,14;4,1;1,0;1,0;7,8;12,5;1,7;1,7;0,2;0,0;0,5;0,1;0,4;0,0;0,4;2,0;692,7;100,0;100,0;100,0;81,0;2,7;3,8;3,3;61,4;3,8;50,7;0,02;96,7;131,4;1,0;279,6;0,1;0,4;10,6;1,0;912,8;1,0;7,9;60,4;13,7;1604,0;143,0;1319,2;5,0;1,2;0,00;0,00;0,00;0,00;66,70;;1,30;1,9;1,6;2,3;1,6;2,6;3,2;0,8;0,3;Муниципальный округ Тазовский район;39718.25;1433.5;4650.333333333333;1865.25;15796.166666666666;1646.4166666666667;191.5
2249;2023;-76.0;18971.0;-4.006114595962258;Ямало-Ненецкий автономный округ;Шурышкарский муниципальный район;Сельское поселение Мужевское;село Мужи;село Мужи (Ямало-Ненецкий автономный округ);село;True;True;0;False;1772.0;1964.0;3736;65.395854;64.700146;71946000;71946000101;4,00;36,4;4,35;5,70;4,41;20,96;18,47;1,58;18,47;21,70;0,00;0,27;1,0;1,07;2,68;1,34;31,85;18,2;1,0;0,0;10,4;6,7;0,5;0,8;0,0;0,0;0,3;0,3;0,5;0,5;0,3;1,3;0,0;0,0;80,0;82,0;91,8;0,0;3,6;3,6;58,0;4,2;55,7;0,02;23,9;1,1;1,0;1011,1;0,8;1,4;0,0;0,0;0,6;0,0;10,1;12,7;8,3;153,5;10,9;63,7;3,2;0,8;0,00;0,00;0,00;0,27;43,90;511,52;1,43;;;;;;;;;Шурышкарский муниципальный округ;38704.583333333336;1366.0833333333333;2455.5833333333335;722.0833333333334;18887.333333333332;2128.5;212.8
2250;2023;-128.0;32970.0;-3.8823172581134364;Ямало-Ненецкий автономный округ;Муниципальный округ Ямальский район;Муниципальный округ Ямальский район;село Яр-Сале;село Яр-Сале (Ямало-Ненецкий автономный округ);село;True;True;0;False;3533.0;3877.0;7410;66.863516;70.83817;71948000;71948000101;5,57;4,4;4,25;5,24;4,43;16,04;17,26;0,90;19,97;23,20;0,00;0,27;1,0;0,54;1,48;0,81;18,35;16,7;1,0;1,0;8,1;15,3;2,2;0,7;0,1;0,1;0,3;0,1;0,3;0,0;0,1;0,7;1744,5;100,0;63,8;84,0;27,3;0,0;3,7;3,5;62,2;3,7;55,0;0,03;82,8;279,4;1,0;420,1;3,0;0,8;2,1;0,0;466,9;1,0;6577,2;26699,5;3,3;265,1;18,0;105,3;2,8;0,3;0,00;0,00;0,00;0,13;85,43;1534,16;2,43;;;;;;;;;Муниципальный округ Ямальский район;42470.083333333336;1801.25;2368.4166666666665;1787.1666666666667;19185.833333333332;1543.5833333333333;197.2
2345;2023;296.0;10535.0;28.096820123398196;Чукотский автономный округ;Городской округ Эгвекинот;Городской округ Эгвекинот;пгт Эгвекинот;пгт Эгвекинот (Чукотский автономный округ);пгт;True;True;0;False;1548.0;1565.0;3113;66.3235501;179.1194158;77715000;77715000051;3,80;20,1;3,29;4,05;3,85;;;0,00;40,15;23,76;0,00;0,00;1,0;0,64;2,25;0,64;23,13;9,17;1,0;1,0;9,1;0,4;2,6;3,2;0,0;0,0;0,6;0,0;0,3;0,0;0,3;1,6;0,0;0,0;0,0;76,0;81,4;0,6;3,2;3,0;66,4;4,2;50,4;0,02;59,4;2,8;0,0;13,8;0,0;0,0;1,75;0,0;2,0;0,0;172,6;118,0;21,6;0,0;0,0;96,0;4,2;0,0;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;Городской округ Эгвекинот;54704.583333333336;2182.5;2241.6666666666665;1582.3333333333333;23473.833333333332;2028.3333333333333;
2346;2023;-24.0;7645.0;-3.1393067364290386;Чукотский автономный округ;Городской округ Провидения;Городской округ Провидения;пгт Провидения;пгт Провидения (Чукотский автономный округ);пгт;True;True;0;False;1027.0;1113.0;2140;64.428694;-173.217673;77710000;77710000051;3,54;24,1;3,74;4,53;3,82;;;1,19;24,77;23,01;0,47;1,40;0,0;;;;;16,24;1,0;0,0;13,8;-3,9;0,5;2,8;0,5;0,0;0,5;0,0;1,9;0,0;1,9;4,2;0,0;0,0;0,0;7,6;82,7;0,0;4,4;4,4;67,4;4,4;41,6;0,02;92,5;1,4;1,0;97,3;0,0;0,4;5,08;0,0;0,3;0,0;5,3;7,7;27,7;142,3;-8,6;88,2;3,3;0,0;0,00;0,00;0,00;3,74;0,00;31,35;;;;;;;;;;городской округ Провиденский;47611.57142857143;835.0;2152.4285714285716;906.0;22884.714285714286;679.5714285714286;
2348;2023;412.0;18180.0;22.662266226622663;Чукотский автономный округ;Анадырский муниципальный район;Городское поселение пгт Угольные Копи;пгт Угольные Копи;пгт Угольные Копи (Чукотский автономный округ);пгт;True;True;0;True;1685.0;1547.0;3232;64.729163;177.711518;77603000;77603157051;3,95;13,7;3,63;4,46;4,14;23,41;0,00;0,77;8,04;22,27;0,00;0,31;1,0;0,62;0,93;0,31;12,69;7,59;1,0;0,0;13,4;-3,0;0,6;0,6;0,0;0,0;0,3;0,0;0,6;0,0;0,3;0,9;0,0;0,0;60,0;70,0;85,4;2,5;3,8;3,4;62,5;3,2;44,2;0,02;95,2;21,7;0,0;1067,7;1,4;0,1;3,45;0,0;7,4;0,0;68,6;213,6;3,4;29801,3;13361,9;186,5;4,6;0,9;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,9;1,9;3,0;2,1;3,0;3,2;0,7;0,4;Анадырский муниципальный район;57634.25;2116.6666666666665;3675.5833333333335;2046.3333333333333;22621.5;2427.0833333333335;
2348;2023;412.0;18180.0;22.662266226622663;Чукотский автономный округ;Анадырский муниципальный район;Городское поселение пгт Беринговский;пгт Беринговский;пгт Беринговский (Чукотский автономный округ);пгт;True;True;0;False;551.0;553.0;1104;63.061739;179.256137;77603000;77603159051;3,95;13,7;3,89;4,54;4,14;32,73;9,09;0,00;18,12;43,88;0,00;0,00;1,0;0,91;0,91;0,00;16,30;24,51;1,0;0,0;13,4;-3,0;0,9;1,8;0,9;0,0;0,9;0,0;1,8;0,0;0,9;1,8;683,9;;0,0;70,0;92,3;2,6;3,0;3,0;55,8;3,9;37,7;0,02;94,7;21,7;0,0;5913,9;0,4;1,0;7,84;0,0;7,4;0,0;68,6;213,6;14,5;8712,0;2882,4;18,2;7,2;0,0;0,00;0,00;0,00;0,00;22,64;;;;;;;;;;;Анадырский муниципальный район;57634.25;2116.6666666666665;3675.5833333333335;2046.3333333333333;22621.5;2427.0833333333335;
2872;2023;-90.0;20567.0;-4.375942043078719;Ямало-Ненецкий автономный округ;Муниципальный округ Приуральский район;Муниципальный округ Приуральский район;село Аксарка;село Аксарка (Ямало-Ненецкий автономный округ);село;True;True;0;False;2078.0;2274.0;4352;66.55998;67.801242;71938000;71938000101;4,28;41;4,23;5,17;5,51;36,13;;3,25;34,93;28,50;0,00;1,84;1,0;0,69;2,07;1,15;25,97;15,5;1,0;0,0;8,8;8,5;0,0;0,5;0,0;0,0;0,5;0,2;0,5;0,0;0,2;0,7;2643,2;0,0;100,0;100,0;63,3;0,2;3,5;3,5;60,8;4,3;57,4;0,01;88,4;4,9;1,0;221,2;0,0;0,2;4,8;0,0;2,4;1,0;23,7;14,8;20,3;265,5;32,2;288,8;3,9;1,1;0,00;0,00;0,00;0,23;73,76;4,19;3,22;;;;;;;;;Муниципальный округ Приуральский район;39662.75;1198.0833333333333;3595.3333333333335;1115.9166666666667;18925.583333333332;1764.6666666666667;203.1
2880;2023;590.0;64219.0;9.187312166181348;Ямало-Ненецкий автономный округ;Городской округ город Лабытнанги;Городской округ город Лабытнанги;пгт Харп;пгт Харп (Ямало-Ненецкий автономный округ);пгт;True;False;0;True;3159.0;1872.0;5031;66.81003;65.800496;71953000;71953000052;4,41;21,6;4,30;5,11;4,84;47,41;36,36;0,48;0,60;18,34;0,00;1,59;1,0;0,60;0,80;0,40;7,55;10,1;0,0;0,0;8,1;1,6;1,2;1,2;0,2;0,0;0,6;0,0;0,2;0,2;0,2;1,0;4388,4;100,0;47,0;65,6;100,0;1,1;3,8;3,5;60,8;4,1;57,0;0,02;9,9;8,6;1,0;1151,3;4000,3;54,0;5,3;0,0;2,6;1,0;70,6;65,5;22,0;317,3;-47,6;703,7;6,0;1,0;0,00;0,00;0,00;0,20;0,00;;;2,1;2,5;3,0;2,9;3,4;3,8;0,8;0,4;Городской округ город Лабытнанги;45314.25;1825.1666666666667;4409.666666666667;1767.25;18791.333333333332;2282.0833333333335;205.4
2882;2023;-488.0;75017.0;-6.505192156444539;Ямало-Ненецкий автономный округ;Муниципальный округ Пуровский район;Муниципальный округ Пуровский район;пгт Уренгой;пгт Уренгой (Ямало-Ненецкий автономный округ);пгт;True;False;0;False;2820.0;3025.0;5845;65.962754;78.372285;71940000;71940000052;5,81;5,8;4,21;5,03;4,59;56,65;65,48;2,93;12,49;24,04;0,34;1,71;1,0;0,68;1,20;0,51;13,00;36,9;1,0;1,0;5,5;7,6;1,0;1,5;0,2;0,0;0,5;0,0;0,2;0,0;0,2;1,7;3378,6;;;90,9;90,6;0,0;3,8;3,7;64,1;4,2;61,6;0,01;;100,4;1,0;3020,1;18430,1;0,0;0,9;0,0;310,6;1,0;19,0;8588,1;10,4;3043,8;150,5;114,8;4,1;1,2;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;Муниципальный округ Пуровский район;40189.416666666664;1778.6666666666667;5115.5;2037.8333333333333;15388.916666666666;2093.5;200.9
2882;2023;-488.0;75017.0;-6.505192156444539;Ямало-Ненецкий автономный округ;Муниципальный округ Пуровский район;Муниципальный округ Пуровский район;поселок Ханымей;поселок Ханымей (Ямало-Ненецкий автономный округ);поселок;True;True;0;False;1649.0;1788.0;3437;63.723857;75.96123;71940000;71940000136;5,81;5,8;4,30;5,08;5,00;28,75;23,17;0,68;95,14;;0,00;0,00;1,0;1,16;1,16;0,58;10,77;26,1;1,0;0,0;5,5;7,6;1,2;0,3;0,3;0,3;0,6;0,0;0,3;0,3;0,0;1,5;7135,0;;100,0;93,0;78,4;0,0;4,2;3,8;70,5;4,3;61,0;0,02;49,0;100,4;1,0;43,7;0,0;0,0;13,0;0,0;310,6;1,0;19,0;8588,1;2,8;106,9;0,7;8,3;4,1;1,2;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;Муниципальный округ Пуровский район;40189.416666666664;1778.6666666666667;5115.5;2037.8333333333333;15388.916666666666;2093.5;200.9
